SOIL_LANDSCAPE_ID,ERI_WIND_1981_VAL,ERI_WIND_1981_CLASS,ERI_WIND_1981_CLASS_EN,ERI_WIND_1981_CLASS_FR,ERI_WIND_1986_VAL,ERI_WIND_1986_CLASS,ERI_WIND_1986_CLASS_EN,ERI_WIND_1986_CLASS_FR,ERI_WIND_1991_VAL,ERI_WIND_1991_CLASS,ERI_WIND_1991_CLASS_EN,ERI_WIND_1991_CLASS_FR,ERI_WIND_1996_VAL,ERI_WIND_1996_CLASS,ERI_WIND_1996_CLASS_EN,ERI_WIND_1996_CLASS_FR,ERI_WIND_2001_VAL,ERI_WIND_2001_CLASS,ERI_WIND_2001_CLASS_EN,ERI_WIND_2001_CLASS_FR,ERI_WIND_2006_VAL,ERI_WIND_2006_CLASS,ERI_WIND_2006_CLASS_EN,ERI_WIND_2006_CLASS_FR,ERI_WIND_2011_VAL,ERI_WIND_2011_CLASS,ERI_WIND_2011_CLASS_EN,ERI_WIND_2011_CLASS_FR,ERI_WIND_2016_VAL,ERI_WIND_2016_CLASS,ERI_WIND_2016_CLASS_EN,ERI_WIND_2016_CLASS_FR,ERI_WIND_2021_VAL,ERI_WIND_2021_CLASS,ERI_WIND_2021_CLASS_EN,ERI_WIND_2021_CLASS_FR,ERI_WIND_81_21_CHG_VAL,ERI_WIND_81_21_CHG_CLASS,ERI_WIND_81_21_CHG_CLASS_EN,ERI_WIND_81_21_CHG_CLASS_FR
401086,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401087,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401090,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401094,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401095,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401096,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401097,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401098,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401100,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401102,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401108,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401110,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401111,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401112,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401116,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401119,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401121,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401125,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401130,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401137,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401140,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401141,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
402004,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
407002,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
407003,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
407004,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
407005,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
407007,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408002,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408003,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408005,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408006,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408007,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408010,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408011,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408012,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408014,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408016,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408017,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408018,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408020,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
408021,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
409003,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
409008,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
409009,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
410001,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
410002,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
411002,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
